travelCode,User_ID_x,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,User_ID_y,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check-in_x,Hotel_TotalPrice,User_ID,Check-in_y,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price,car_booking
128245,1263,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,03/03/2022,1263,Hotel Z,Aracaju (SE),4,208.04,03/03/2022,832.16,,,,,,,,,,,,0
111283,1103,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,10/01/2020,1103,Hotel Z,Aracaju (SE),1,208.04,10/01/2020,208.04,,,,,,,,,,,,0
96599,956,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,01/02/2020,956,Hotel BW,Campo Grande (MS),1,60.39,01/02/2020,60.39,,,,,,,,,,,,0
131461,1293,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,11/10/2022,1293,Hotel K,Salvador (BH),2,263.41,11/10/2022,526.82,,,,,,,,,,,,0
120973,1200,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,17/10/2019,1200,Hotel AF,Sao Paulo (SP),4,139.1,10/17/2019,556.4,,,,,,,,,,,,0
37626,357,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,03/10/2022,357,Hotel BW,Campo Grande (MS),4,60.39,03/10/2022,241.56,,,,,,,,,,,,0
13024,127,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,11/05/2020,127,Hotel A,Florianopolis (SC),4,313.02,11/05/2020,1252.08,,,,,,,,,,,,0
102148,1012,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,14/07/2022,1012,Hotel AF,Sao Paulo (SP),1,139.1,07/14/2022,139.1,,,,,,,,,,,,0
94930,937,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,26/03/2020,937,Hotel K,Salvador (BH),3,263.41,03/26/2020,790.23,,,,,,,,,,,,0
47291,459,Campo Grande (MS),Salvador (BH),economic,615.26,1.36,522.34,Rainbow,23/07/2020,459,Hotel K,Salvador (BH),4,263.41,07/23/2020,1053.64,,,,,,,,,,,,0
30720,292,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,19/11/2020,292,Hotel Z,Aracaju (SE),1,208.04,11/19/2020,208.04,,,,,,,,,,,,0
35975,343,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,19/11/2020,343,Hotel Z,Aracaju (SE),2,208.04,11/19/2020,416.08,,,,,,,,,,,,0
42526,415,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,02/06/2020,415,Hotel AF,Sao Paulo (SP),3,139.1,02/06/2020,417.3,,,,,,,,,,,,0
23586,230,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,05/05/2022,230,Hotel AF,Sao Paulo (SP),4,139.1,05/05/2022,556.4,,,,,,,,,,,,0
110167,1091,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,26/08/2021,1091,Hotel BD,Natal (RN),3,242.88,08/26/2021,728.64,,,,,,,,,,,,0
20226,195,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,23/02/2023,195,Hotel BW,Campo Grande (MS),1,60.39,02/23/2023,60.39,,,,,,,,,,,,0
98357,974,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,05/06/2021,974,Hotel BP,Brasilia (DF),4,247.62,05/06/2021,990.48,,,,,,,,,,,,0
81977,798,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,26/09/2019,798,Hotel BD,Natal (RN),3,242.88,09/26/2019,728.64,,,,,,,,,,,,0
117826,1166,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,14/01/2021,1166,Hotel BP,Brasilia (DF),3,247.62,01/14/2021,742.86,,,,,,,,,,,,0
103946,1031,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,20/02/2020,1031,Hotel K,Salvador (BH),3,263.41,02/20/2020,790.23,,,,,,,,,,,,0
84607,831,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,23/07/2020,831,Hotel K,Salvador (BH),1,263.41,07/23/2020,263.41,,,,,,,,,,,,0
132751,1307,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,10/08/2020,1307,Hotel K,Salvador (BH),4,263.41,10/08/2020,1053.64,,,,,,,,,,,,0
37087,354,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,10/10/2019,354,Hotel BP,Brasilia (DF),4,247.62,10/10/2019,990.48,,,,,,,,,,,,0
56934,553,Campo Grande (MS),Aracaju (SE),economic,877.56,1.69,650.1,Rainbow,17/11/2022,553,Hotel Z,Aracaju (SE),2,208.04,11/17/2022,416.08,,,,,,,,,,,,0
121520,1205,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,10/10/2019,1205,Hotel AF,Sao Paulo (SP),4,139.1,10/10/2019,556.4,,,,,,,,,,,,0
49899,487,Campo Grande (MS),Recife (PE),firstClass,1244.73,1.39,535.4,CloudFy,30/07/2020,487,Hotel AU,Recife (PE),1,312.83,07/30/2020,312.83,,,,,,,,,,,,0
90095,889,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,12/12/2019,889,Hotel BD,Natal (RN),1,242.88,12/12/2019,242.88,,,,,,,,,,,,0
132346,1304,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,28/05/2020,1304,Hotel BP,Brasilia (DF),4,247.62,05/28/2020,990.48,,,,,,,,,,,,0
98683,977,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,19/11/2020,977,Hotel BP,Brasilia (DF),4,247.62,11/19/2020,990.48,,,,,,,,,,,,0
77256,751,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,10/01/2020,751,Hotel A,Florianopolis (SC),4,313.02,10/01/2020,1252.08,,,,,,,,,,,,0
129427,1273,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,09/02/2021,1273,Hotel AU,Recife (PE),4,312.83,09/02/2021,1251.32,,,,,,,,,,,,0
103981,1031,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,22/10/2020,1031,Hotel AF,Sao Paulo (SP),4,139.1,10/22/2020,556.4,,,,,,,,,,,,0
35848,342,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,09/09/2021,342,Hotel AU,Recife (PE),4,312.83,09/09/2021,1251.32,,,,,,,,,,,,0
126019,1247,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,24/10/2019,1247,Hotel BW,Campo Grande (MS),4,60.39,10/24/2019,241.56,,,,,,,,,,,,0
121161,1202,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,03/05/2020,1202,Hotel CB,Rio de Janeiro (RJ),1,165.99,03/05/2020,165.99,,,,,,,,,,,,0
69729,675,Sao Paulo (SP),Recife (PE),firstClass,1533.42,1.26,486.52,CloudFy,11/12/2020,675,Hotel AU,Recife (PE),1,312.83,11/12/2020,312.83,,,,,,,,,,,,0
77990,757,Natal (RN),Aracaju (SE),economic,361.68,0.46,176.33,CloudFy,15/07/2021,757,Hotel Z,Aracaju (SE),2,208.04,07/15/2021,416.08,,,,,,,,,,,,0
33510,322,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,03/10/2022,322,Hotel K,Salvador (BH),2,263.41,03/10/2022,526.82,,,,,,,,,,,,0
78720,765,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,11/07/2019,765,Hotel K,Salvador (BH),4,263.41,11/07/2019,1053.64,,,,,,,,,,,,0
129832,1279,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,14/01/2021,1279,Hotel BP,Brasilia (DF),2,247.62,01/14/2021,495.24,,,,,,,,,,,,0
96725,957,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,05/07/2020,957,Hotel AF,Sao Paulo (SP),4,139.1,05/07/2020,556.4,,,,,,,,,,,,0
19586,191,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,01/07/2021,191,Hotel K,Salvador (BH),1,263.41,01/07/2021,263.41,,,,,,,,,,,,0
99972,992,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,12/08/2022,992,Hotel BD,Natal (RN),2,242.88,12/08/2022,485.76,,,,,,,,,,,,0
29168,279,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,31/10/2019,279,Hotel BW,Campo Grande (MS),4,60.39,10/31/2019,241.56,,,,,,,,,,,,0
38183,366,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,12/10/2020,366,Hotel BW,Campo Grande (MS),2,60.39,12/10/2020,120.78,,,,,,,,,,,,0
34235,328,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,13/02/2020,328,Hotel BW,Campo Grande (MS),2,60.39,02/13/2020,120.78,,,,,,,,,,,,0
115078,1145,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,24/06/2021,1145,Hotel BP,Brasilia (DF),4,247.62,06/24/2021,990.48,,,,,,,,,,,,0
40175,388,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,25/03/2021,388,Hotel AF,Sao Paulo (SP),2,139.1,03/25/2021,278.2,,,,,,,,,,,,0
18315,181,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,23/07/2020,181,Hotel AF,Sao Paulo (SP),1,139.1,07/23/2020,139.1,,,,,,,,,,,,0
109046,1080,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,03/09/2023,1080,Hotel BD,Natal (RN),3,242.88,03/09/2023,728.64,,,,,,,,,,,,0
89041,879,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,07/01/2021,879,Hotel A,Florianopolis (SC),4,313.02,07/01/2021,1252.08,,,,,,,,,,,,0
85146,836,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,05/12/2022,836,Hotel BP,Brasilia (DF),4,247.62,05/12/2022,990.48,,,,,,,,,,,,0
70110,678,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,25/11/2021,678,Hotel BP,Brasilia (DF),2,247.62,11/25/2021,495.24,,,,,,,,,,,,0
39979,387,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,26/11/2020,387,Hotel AF,Sao Paulo (SP),3,139.1,11/26/2020,417.3,,,,,,,,,,,,0
91010,898,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,14/01/2021,898,Hotel BW,Campo Grande (MS),2,60.39,01/14/2021,120.78,,,,,,,,,,,,0
79324,772,Sao Paulo (SP),Recife (PE),firstClass,1533.42,1.26,486.52,CloudFy,01/07/2021,772,Hotel AU,Recife (PE),2,312.83,01/07/2021,625.66,,,,,,,,,,,,0
82739,808,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,17/06/2021,808,Hotel K,Salvador (BH),4,263.41,06/17/2021,1053.64,,,,,,,,,,,,0
88339,873,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,24/10/2019,873,Hotel A,Florianopolis (SC),4,313.02,10/24/2019,1252.08,,,,,,,,,,,,0
11507,112,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,29/12/2022,112,Hotel CB,Rio de Janeiro (RJ),2,165.99,12/29/2022,331.98,,,,,,,,,,,,0
4998,49,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,01/06/2022,49,Hotel A,Florianopolis (SC),1,313.02,01/06/2022,313.02,,,,,,,,,,,,0
10230,104,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,09/03/2020,104,Hotel AU,Recife (PE),3,312.83,09/03/2020,938.49,,,,,,,,,,,,0
125976,1246,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,02/04/2021,1246,Hotel AU,Recife (PE),2,312.83,02/04/2021,625.66,,,,,,,,,,,,0
104603,1039,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,17/10/2019,1039,Hotel Z,Aracaju (SE),1,208.04,10/17/2019,208.04,,,,,,,,,,,,0
53341,516,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,16/07/2020,516,Hotel K,Salvador (BH),2,263.41,07/16/2020,526.82,,,,,,,,,,,,0
35110,337,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,23/04/2020,337,Hotel BD,Natal (RN),4,242.88,04/23/2020,971.52,,,,,,,,,,,,0
135486,1332,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,17/03/2022,1332,Hotel BD,Natal (RN),1,242.88,03/17/2022,242.88,,,,,,,,,,,,0
95569,943,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,08/06/2020,943,Hotel CB,Rio de Janeiro (RJ),4,165.99,08/06/2020,663.96,,,,,,,,,,,,0
52186,505,Campo Grande (MS),Salvador (BH),premium,834.61,1.36,522.34,Rainbow,05/05/2022,505,Hotel K,Salvador (BH),3,263.41,05/05/2022,790.23,,,,,,,,,,,,0
76846,746,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,04/07/2022,746,Hotel AU,Recife (PE),2,312.83,04/07/2022,625.66,,,,,,,,,,,,0
74467,723,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,03/05/2020,723,Hotel BP,Brasilia (DF),2,247.62,03/05/2020,495.24,,,,,,,,,,,,0
86735,856,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,11/07/2019,856,Hotel A,Florianopolis (SC),1,313.02,11/07/2019,313.02,,,,,,,,,,,,0
9543,95,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,27/08/2020,95,Hotel A,Florianopolis (SC),3,313.02,08/27/2020,939.06,,,,,,,,,,,,0
9148,93,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,04/09/2020,93,Hotel AF,Sao Paulo (SP),4,139.1,04/09/2020,556.4,,,,,,,,,,,,0
14306,144,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,26/12/2019,144,Hotel AF,Sao Paulo (SP),4,139.1,12/26/2019,556.4,,,,,,,,,,,,0
35769,342,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,03/05/2020,342,Hotel A,Florianopolis (SC),3,313.02,03/05/2020,939.06,,,,,,,,,,,,0
51181,498,Campo Grande (MS),Salvador (BH),premium,834.61,1.36,522.34,Rainbow,14/01/2021,498,Hotel K,Salvador (BH),4,263.41,01/14/2021,1053.64,,,,,,,,,,,,0
100592,1001,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,06/04/2020,1001,Hotel BD,Natal (RN),1,242.88,06/04/2020,242.88,,,,,,,,,,,,0
115484,1148,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,09/10/2020,1148,Hotel CB,Rio de Janeiro (RJ),3,165.99,09/10/2020,497.97,,,,,,,,,,,,0
53107,514,Campo Grande (MS),Natal (RN),firstClass,778.01,0.65,250.68,Rainbow,09/10/2020,514,Hotel BD,Natal (RN),3,242.88,09/10/2020,728.64,,,,,,,,,,,,0
113137,1123,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,16/04/2020,1123,Hotel AU,Recife (PE),1,312.83,04/16/2020,312.83,,,,,,,,,,,,0
109136,1082,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,01/07/2021,1082,Hotel BD,Natal (RN),4,242.88,01/07/2021,971.52,,,,,,,,,,,,0
102558,1019,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,16/01/2020,1019,Hotel BD,Natal (RN),3,242.88,01/16/2020,728.64,,,,,,,,,,,,0
62588,611,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1614.7,2.09,806.48,CloudFy,12/05/2019,611,Hotel CB,Rio de Janeiro (RJ),2,165.99,12/05/2019,331.98,,,,,,,,,,,,0
46287,450,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,12/09/2021,450,Hotel A,Florianopolis (SC),2,313.02,12/09/2021,626.04,,,,,,,,,,,,0
35331,338,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,12/03/2020,338,Hotel BD,Natal (RN),4,242.88,12/03/2020,971.52,,,,,,,,,,,,0
16466,163,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,12/05/2019,163,Hotel BD,Natal (RN),3,242.88,12/05/2019,728.64,,,,,,,,,,,,0
60199,583,Campo Grande (MS),Brasilia (DF),economic,517.82,0.72,277.7,Rainbow,27/08/2020,583,Hotel BP,Brasilia (DF),4,247.62,08/27/2020,990.48,,,,,,,,,,,,0
10454,105,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,04/07/2022,105,Hotel Z,Aracaju (SE),2,208.04,04/07/2022,416.08,,,,,,,,,,,,0
23780,233,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,27/02/2020,233,Hotel BW,Campo Grande (MS),4,60.39,02/27/2020,241.56,,,,,,,,,,,,0
64723,631,Campo Grande (MS),Natal (RN),firstClass,778.01,0.65,250.68,Rainbow,21/05/2020,631,Hotel BD,Natal (RN),1,242.88,05/21/2020,242.88,,,,,,,,,,,,0
132942,1310,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,07/08/2021,1310,Hotel Z,Aracaju (SE),2,208.04,07/08/2021,416.08,,,,,,,,,,,,0
54070,523,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,11/05/2020,523,Hotel AU,Recife (PE),4,312.83,11/05/2020,1251.32,,,,,,,,,,,,0
68922,666,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,12/01/2022,666,Hotel AU,Recife (PE),3,312.83,12/01/2022,938.49,,,,,,,,,,,,0
89848,887,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,20/02/2020,887,Hotel AU,Recife (PE),3,312.83,02/20/2020,938.49,,,,,,,,,,,,0
101959,1011,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,20/01/2022,1011,Hotel Z,Aracaju (SE),4,208.04,01/20/2022,832.16,,,,,,,,,,,,0
47983,466,Campo Grande (MS),Salvador (BH),economic,615.26,1.36,522.34,Rainbow,16/01/2020,466,Hotel K,Salvador (BH),1,263.41,01/16/2020,263.41,,,,,,,,,,,,0
21964,215,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,16/01/2020,215,Hotel AF,Sao Paulo (SP),4,139.1,01/16/2020,556.4,,,,,,,,,,,,0
107894,1070,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,08/12/2021,1070,Hotel K,Salvador (BH),3,263.41,08/12/2021,790.23,,,,,,,,,,,,0
21782,212,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,28/07/2022,212,Hotel AU,Recife (PE),4,312.83,07/28/2022,1251.32,,,,,,,,,,,,0
15440,153,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,05/06/2021,153,Hotel AF,Sao Paulo (SP),4,139.1,05/06/2021,556.4,,,,,,,,,,,,0
16077,158,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,16/06/2022,158,Hotel Z,Aracaju (SE),2,208.04,06/16/2022,416.08,,,,,,,,,,,,0
2383,21,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,17/06/2021,21,Hotel BW,Campo Grande (MS),3,60.39,06/17/2021,181.17,,,,,,,,,,,,0
70680,684,Natal (RN),Campo Grande (MS),premium,660.25,0.65,250.68,Rainbow,01/12/2023,684,Hotel BW,Campo Grande (MS),4,60.39,01/12/2023,241.56,,,,,,,,,,,,0
95718,945,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,08/05/2021,945,Hotel CB,Rio de Janeiro (RJ),2,165.99,08/05/2021,331.98,,,,,,,,,,,,0
85107,836,Natal (RN),Campo Grande (MS),firstClass,979.56,0.65,250.68,FlyingDrops,08/12/2021,836,Hotel BW,Campo Grande (MS),4,60.39,08/12/2021,241.56,,,,,,,,,,,,0
79783,776,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,23/07/2020,776,Hotel CB,Rio de Janeiro (RJ),3,165.99,07/23/2020,497.97,,,,,,,,,,,,0
135506,1332,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,08/04/2022,1332,Hotel BD,Natal (RN),4,242.88,08/04/2022,971.52,,,,,,,,,,,,0
126028,1248,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,24/10/2019,1248,Hotel BW,Campo Grande (MS),2,60.39,10/24/2019,120.78,,,,,,,,,,,,0
76639,745,Sao Paulo (SP),Brasilia (DF),economic,393.84,0.67,257.81,Rainbow,20/08/2020,745,Hotel BP,Brasilia (DF),4,247.62,08/20/2020,990.48,,,,,,,,,,,,0
68238,661,Natal (RN),Brasilia (DF),economic,697.51,1.43,550.69,CloudFy,16/09/2021,661,Hotel BP,Brasilia (DF),2,247.62,09/16/2021,495.24,,,,,,,,,,,,0
38779,371,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,01/12/2023,371,Hotel AF,Sao Paulo (SP),2,139.1,01/12/2023,278.2,,,,,,,,,,,,0
128381,1265,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,30/07/2020,1265,Hotel Z,Aracaju (SE),4,208.04,07/30/2020,832.16,,,,,,,,,,,,0
14021,139,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,20/05/2021,139,Hotel BD,Natal (RN),3,242.88,05/20/2021,728.64,,,,,,,,,,,,0
4923,49,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,30/07/2020,49,Hotel A,Florianopolis (SC),4,313.02,07/30/2020,1252.08,,,,,,,,,,,,0
43333,423,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,09/10/2020,423,Hotel BD,Natal (RN),3,242.88,09/10/2020,728.64,,,,,,,,,,,,0
69980,677,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,21/04/2022,677,Hotel BP,Brasilia (DF),4,247.62,04/21/2022,990.48,,,,,,,,,,,,0
54546,532,Campo Grande (MS),Salvador (BH),economic,615.26,1.36,522.34,Rainbow,16/12/2021,532,Hotel K,Salvador (BH),3,263.41,12/16/2021,790.23,,,,,,,,,,,,0
67671,655,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,16/12/2021,655,Hotel BP,Brasilia (DF),1,247.62,12/16/2021,247.62,,,,,,,,,,,,0
42060,409,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,13/05/2021,409,Hotel Z,Aracaju (SE),3,208.04,05/13/2021,624.12,,,,,,,,,,,,0
98801,978,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,23/01/2020,978,Hotel CB,Rio de Janeiro (RJ),1,165.99,01/23/2020,165.99,,,,,,,,,,,,0
9464,94,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,11/10/2022,94,Hotel AF,Sao Paulo (SP),3,139.1,11/10/2022,417.3,,,,,,,,,,,,0
84727,832,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,06/11/2020,832,Hotel Z,Aracaju (SE),3,208.04,06/11/2020,624.12,,,,,,,,,,,,0
24618,240,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,16/01/2020,240,Hotel BP,Brasilia (DF),3,247.62,01/16/2020,742.86,,,,,,,,,,,,0
120835,1197,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,31/03/2022,1197,Hotel BP,Brasilia (DF),2,247.62,03/31/2022,495.24,,,,,,,,,,,,0
86702,855,Sao Paulo (SP),Salvador (BH),firstClass,1400.35,1.04,401.66,Rainbow,23/07/2020,855,Hotel K,Salvador (BH),2,263.41,07/23/2020,526.82,,,,,,,,,,,,0
97274,962,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,02/06/2020,962,Hotel AU,Recife (PE),1,312.83,02/06/2020,312.83,,,,,,,,,,,,0
65692,638,Campo Grande (MS),Sao Paulo (SP),premium,441.34,0.44,168.22,Rainbow,28/04/2022,638,Hotel AF,Sao Paulo (SP),4,139.1,04/28/2022,556.4,,,,,,,,,,,,0
69108,669,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,06/11/2020,669,Hotel BD,Natal (RN),4,242.88,06/11/2020,971.52,,,,,,,,,,,,0
30844,294,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,26/03/2020,294,Hotel BW,Campo Grande (MS),3,60.39,03/26/2020,181.17,,,,,,,,,,,,0
20957,206,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,24/09/2020,206,Hotel BW,Campo Grande (MS),4,60.39,09/24/2020,241.56,,,,,,,,,,,,0
96157,951,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,06/11/2020,951,Hotel BP,Brasilia (DF),2,247.62,06/11/2020,495.24,,,,,,,,,,,,0
22566,220,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,27/01/2022,220,Hotel Z,Aracaju (SE),4,208.04,01/27/2022,832.16,,,,,,,,,,,,0
116654,1156,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,05/06/2021,1156,Hotel K,Salvador (BH),1,263.41,05/06/2021,263.41,,,,,,,,,,,,0
68099,660,Natal (RN),Sao Paulo (SP),premium,863.8,0.85,327.55,CloudFy,02/06/2020,660,Hotel AF,Sao Paulo (SP),2,139.1,02/06/2020,278.2,,,,,,,,,,,,0
94635,935,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,03/04/2021,935,Hotel AF,Sao Paulo (SP),4,139.1,03/04/2021,556.4,,,,,,,,,,,,0
